,movie,year,imdb
1422,Zona Zamfirova,(2002),7.2
1423,The Hard Word,(2002),6.0
1424,Left Behind II: Tribulation Force,(2002),5.2
1425, South Park,(1997– ),9.3
1426,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight,(2002 TV Movie),6.1
1427,Unconditional Love,(2002),6.9
1428,Gone Nutty,(2002 Video),7.4
1429, Firefly,(2002–2003),8.6
1430,War,(2002),7.7
1431, Firefly,(2002–2003),8.5
1432,It's a Very Merry Muppet Christmas Movie,(2002 TV Movie),6.5
1433,Hukkle,(2002),7.2
1434,American Chopper: The Series,(2003– ),6.2
1435,Personal Velocity,(2002),6.6
1436,The Weather Underground,(2002),7.6
1437,Blue Car,(2002),6.7
1438,The Secret Lives of Dentists,(2002),6.5
1439,Godzilla Against MechaGodzilla,(2002),6.8
1440,Nine Lives,(2002 Video),2.3
1441, Firefly,(2002–2003),8.3
1442,Fastlane,(2002–2003),7.5
1443,Standing in the Shadows of Motown,(2002),7.8
1444,2009: Lost Memories,(2002),6.2
1445,I'm with Lucy,(2002),6.0
1446,Baby Looney Tunes,(2002–2005),6.2
1447,"If It Don't Fit, Use a Bigger Hammer",(2002),6.6
1448,3 Extremes II,(2002),6.2
1449,The Osbournes,(2002–2005),5.6
1450,Divine Intervention,(2002),6.6
1451,Blue Gate Crossing,(2002),7.1
1452,Home Room,(2002),7.3
1453,New Best Friend,(2002),5.3
1454,Daria in 'Is It College Yet?',(2002 TV Movie),8.2
1455,Kamchatka,(2002),7.2
1456,The Coast Guard,(2002),6.5
1457,Dirty Deeds,(2002),6.3
1458,Hysterical Blindness,(2002 TV Movie),6.5
1459,Pinpon,(2002),7.2
1460,The Badge,(2002),6.2
1461,Wishmaster 4: The Prophecy Fulfilled,(2002 Video),4.1
1462,Ten Minutes Older: The Trumpet,(2002),7.3
1463,The First $20 Million Is Always the Hardest,(2002),5.6
1464,XX/XY,(2002),6.0
1465,K-9: P.I.,(2002 Video),5.8
1466,The Short Films of David Lynch,(2002 Video),7.4
1467,Monsieur Batignole,(2002),7.0
1468,Less Than Perfect,(2002–2006),7.1
1469,Low Heights,(2002),7.5
1470, The Wire,(2002–2008),8.3
1471, The Wire,(2002–2008),8.5
1472,Hard Cash,(2002),4.5
1473,The Invisible,(2002),6.5
1474,Close Your Eyes,(2002),6.2
1475,Ash Wednesday,(2002),5.9
1476,Desert Saints,(2002),6.1
1477,Teenage Caveman,(2002 TV Movie),3.3
1478,Japón,(2002),6.9
1479,Tattoo,(I) (2002),6.4
1480,Snow Queen,(2002 TV Movie),6.8
1481,The Dog Trick,(2002),5.5
1482,Haibane renmei,(2002– ),8.2
1483,The Adversary,(2002),6.8
1484, The Wire,(2002–2008),8.4
1485,Path to War,(2002 TV Movie),7.4
1486,Pretenders,(2002–2004),9.1
1487,Assassination Tango,(2002),5.9
1488,Warcraft III: Reign of Chaos,(2002 Video Game),8.9
1489, The X-Files,(1993– ),8.5
1490,Tru Confessions,(2002 TV Movie),7.7
1491,Ekmek teknesi,(2002– ),8.0
1492, The Wire,(2002–2008),8.2
1493,The Skulls II,(2002 Video),4.7
1494,WiseGirls,(2002),5.9
1495,Dr. Phil,(2002– ),4.1
1496, The Wire,(2002–2008),8.4
1497,More Ants in the Pants,(2002),4.5
1498,Double Teamed,(2002 TV Movie),6.2
1499,Odyssey 5,(2002–2004),7.5
1500,The Lord of the Rings: The Return of the King,(2003),8.9
1501,Pirates of the Caribbean: The Curse of the Black Pearl,(2003),8.0
1502,Kill Bill: Vol. 1,(2003),8.1
1503,Finding Nemo,(2003),8.1
1504,X-Men 2,(2003),7.5
1505,The Matrix Reloaded,(2003),7.2
1506,Oldboy,(2003),8.4
1507,The Matrix Revolutions,(2003),6.7
1508,Big Fish,(2003),8.0
1509,Mystic River,(2003),8.0
1510,Love Actually,(2003),7.6
1511,Lost in Translation,(2003),7.8
1512,The Last Samurai,(2003),7.7
1513,Terminator 3: Rise of the Machines,(2003),6.3
1514,Bruce Almighty,(2003),6.7
1515,The Italian Job,(2003),7.0
1516,Arrested Development,(2003– ),8.9
1517,School of Rock,(2003),7.1
1518,Underworld,(2003),7.0
1519,Hulk,(2003),5.7
1520,2 Fast 2 Furious,(2003),5.9
1521,Two and a Half Men,(2003–2015),7.1
1522,21 Grams,(2003),7.7
1523,Identity,(2003),7.3
1524,Bad Boys II,(2003),6.6
1525,Old School,(2003),7.1
1526,Daredevil,(2003),5.3
1527,Anger Management,(2003),6.2
1528,Elf,(2003),6.9
1529,Master and Commander: The Far Side of the World,(2003),7.4
1530,How to Lose a Guy in 10 Days,(2003),6.4
1531,Avatar: The Last Airbender,(2003–2008),9.2
1532,American Wedding,(2003),6.3
1533,The League of Extraordinary Gentlemen,(2003),5.8
1534,Once Upon a Time in Mexico,(2003),6.4
1535,Final Destination 2,(2003),6.2
1536,Johnny English,(2003),6.2
1537,Cold Mountain,(2003),7.2
1538,S.W.A.T.,(2003),6.0
1539,Good Bye Lenin!,(2003),7.7
1540,Bad Santa,(2003),7.1
1541,Scary Movie 3,(2003),5.5
1542,Dogville,(2003),8.0
1543,The Recruit,(2003),6.6
1544,Monster,(2003),7.3
1545,The Texas Chainsaw Massacre,(2003),6.2
1546,Lara Croft Tomb Raider: The Cradle of Life,(2003),5.5
1547,Matchstick Men,(2003),7.3
1548,Freaky Friday,(2003),6.2
1549,Charlie's Angels: Full Throttle,(2003),4.9
1550,Tears of the Sun,(2003),6.6
1551,NCIS,(2003– ),7.8
1552,Something's Gotta Give,(2003),6.7
1553,Freddy vs. Jason,(2003),5.8
1554,The Life of David Gale,(2003),7.6
1555,Wrong Turn,(I) (2003),6.1
1556,Gothika,(2003),5.8
1557,The Dreamers,(2003),7.2
1558,Paycheck,(2003),6.3
1559,Memories of Murder,(2003),8.1
1560,The Rundown,(2003),6.7
1561,Shanghai Knights,(2003),6.2
1562,Cheaper by the Dozen,(2003),5.9
1563,The Core,(2003),5.5
1564,Runaway Jury,(2003),7.1
1565,Intolerable Cruelty,(2003),6.3
1566,Bjørnebrødre,(2003),6.8
1567,Dreamcatcher,(2003),5.5
1568,Elephant,(2003),7.2
1569,Thirteen,(2003),6.8
1570,The O.C.,(2003–2007),7.5
1571,Mona Lisa Smile,(2003),6.5
1572,"Spring, Summer, Fall, Winter... and Spring",(2003),8.1
1573,The Room,(2003),3.7
1574,Holes,(2003),7.0
1575,House of 1000 Corpses,(2003),6.1
1576,Girl with a Pearl Earring,(2003),6.9
1577,The Animatrix,(2003 Video),7.4
1578,Ong-Bak: The Thai Warrior,(2003),7.2
1579,One Tree Hill,(2003–2012),7.7
1580,Just Married,(2003),5.5
1581,The Station Agent,(2003),7.7
1582,Love Me If You Dare,(2003),7.7
1583,Munna Bhai M.B.B.S.,(2003),8.2
1584,Seabiscuit,(2003),7.3
1585,High Tension,(2003),6.8
1586,House of Sand and Fog,(2003),7.6
1587,Open Range,(2003),7.5
1588,Peter Pan,(2003),6.9
1589,Battlestar Galactica,(2003),8.6
1590,Daddy Day Care,(2003),5.5
1591,Timeline,(2003),5.6
1592,Kal Ho Naa Ho,(2003),8.0
1593,Basic,(2003),6.5
1594,"Legally Blonde 2: Red, White & Blonde",(2003),4.7
1595,Coffee and Cigarettes,(2003),7.1
1596,What a Girl Wants,(2003),5.9
1597,Jeepers Creepers 2,(2003),5.6
1598,Fullmetal Alchemist,(2003–2004),8.6
1599,Out of Time,(I) (2003),6.5
1600,Duplex,(2003),5.9
1601,Nip/Tuck,(2003–2010),7.7
1602,A Tale of Two Sisters,(2003),7.2
1603,MythBusters,(2003– ),8.3
1604,Stuck on You,(2003),5.8
1605,Spy Kids 3: Game Over,(2003),4.2
1606,Secondhand Lions,(2003),7.6
1607,Open Water,(2003),5.7
1608,The Triplets of Belleville,(2003),7.8
1609,Chappelle's Show,(2003–2006),8.7
1610,Bulletproof Monk,(2003),5.5
1611,American Splendor,(2003),7.5
1612,The Blind Swordsman: Zatoichi,(2003),7.6
1613,Peep Show,(2003–2015),8.6
1614,Gigli,(2003),2.4
1615,The Cat in the Hat,(2003),3.9
1616,National Security,(2003),5.6
1617,Sinbad: Legend of the Seven Seas,(2003),6.7
1618,Under the Tuscan Sun,(2003),6.8
1619,A Man Apart,(2003),6.1
1620,11:14,(2003),7.2
1621,Honey,(2003),5.3
1622,The Hunted,(2003),6.1
1623,Carnivàle,(2003–2005),8.5
1624,Swimming Pool,(2003),6.8
1625,Cradle 2 the Grave,(2003),5.8
1626,The Return,(2003),8.0
1627,Dead Like Me,(2003–2004),8.1
1628,The Haunted Mansion,(2003),5.0
1629,Down with Love,(2003),6.3
1630,Taxi 3,(2003),5.8
1631,Radio,(2003),6.9
1632,The Medallion,(2003),5.2
1633,House of the Dead,(2003),2.0
1634,Hollywood Homicide,(2003),5.3
1635,Dumb and Dumberer: When Harry Met Lloyd,(2003),3.4
1636,Evil,(2003),7.8
1637,Bringing Down the House,(2003),5.6
1638,Uptown Girls,(2003),6.1
1639,The Lizzie McGuire Movie,(2003),5.5
1640,Confidence,(2003),6.7
1641,Shattered Glass,(2003),7.2
1642,Touching the Void,(2003),8.0
1643,The Missing,(I) (2003),6.5
1644,The Cooler,(2003),7.0
1645,Agent Cody Banks,(2003),5.1
1646,Looney Tunes: Back in Action,(2003),5.7
1647,Darkness Falls,(2003),5.0
1648,Anything Else,(2003),6.4
1649,The Human Stain,(2003),6.3
1650,QI,(2003– ),8.6
1651,The Barbarian Invasions,(2003),7.7
1652,Kangaroo Jack,(2003),4.4
1653,My Boss's Daughter,(2003),4.7
1654,Tokyo Godfathers,(2003),7.9
1655,Beyond Borders,(2003),6.5
1656,Ruby & Quentin,(2003),7.2
1657,Las Vegas,(2003–2008),7.5
1658,From Justin to Kelly,(2003),2.1
1659,Angels in America,(2003),8.3
1660,A Mighty Wind,(2003),7.3
1661,Ned Kelly,(2003),6.5
1662,View from the Top,(2003),5.2
1663,Dead End,(I) (2003),6.6
1664,My Life Without Me,(2003),7.6
1665,Kontroll,(2003),7.7
1666,Teen Titans,(2003–2006),7.8
1667,Capturing the Friedmans,(2003),7.8
1668,Cold Case,(2003–2010),7.6
1669,The United States of Leland,(2003),7.1
1670,The Venture Bros.,(2003– ),8.5
1671,Calendar Girls,(2003),6.9
1672,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,(2003),8.2
1673,In the Cut,(2003),5.3
1674,Wonderland,(2003),6.6
1675,Cold Creek Manor,(2003),4.9
1676,Star Wars: Clone Wars,(2003–2005),7.8
1677,Hitler: The Rise of Evil,(2003),7.3
1678,The Corporation,(2003),8.1
1679,Code 46,(2003),6.2
1680,Little Britain,(2003–2006),7.7
1681,Pieces of April,(2003),7.1
1682,Saints and Soldiers,(2003),6.8
1683,The Best of Youth,(2003),8.5
1684,The Mighty Boosh,(2003–2007),8.3
1685,Koi... Mil Gaya,(2003),7.1
1686,Battle Royale II,(2003),4.7
1687,Veronica Guerin - I sandhedens tjeneste,(2003),6.9
1688,Kops,(2003),6.7
1689,Malibu's Most Wanted,(2003),5.2
1690,De grønne slagtere,(2003),7.3
1691,In Hell,(2003),6.3
1692,Head of State,(2003),5.4
1693,America's Next Top Model,(2003– ),5.6
1694,Willard,(2003),6.2
1695,The Order,(2003),5.2
1696,Carandiru,(2003),7.6
1697,Latter Days,(2003),7.1
1698,A Guy Thing,(2003),5.6
1699,One Missed Call,(2003),6.2
1700,That's So Raven,(2003–2007),6.6
1701,Infernal Affairs II,(2003),7.4
1702,The In-Laws,(I) (2003),5.7
1703,Reno 911!,(2003–2009),7.9
1704,In Your Name,(2003),7.1
1705,Intermission,(2003),6.9
1706,Gods and Generals,(2003),6.4
1707,Tru Calling,(2003–2005),7.5
1708,Luther,(2003),6.6
1709,Party Monster,(2003),6.3
1710,Azumi,(2003),6.9
1711,I'm Not Scared,(2003),7.5
1712,Gangaajal,(2003),7.9
1713,The Jungle Book 2,(2003),5.4
1714,Baghban,(2003),7.4
1715,Chalte Chalte,(2003),6.6
1716,Ellen: The Ellen DeGeneres Show,(2003– ),7.2
1717,Dickie Roberts: Former Child Star,(2003),5.6
1718,The Brown Bunny,(2003),5.0
1719,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,(2003),7.9
1720,Young Adam,(2003),6.5
1721,Anbe Sivam,(2003),8.8
1722,Alex & Emma,(2003),5.6
1723,Da Ali G Show,(2003–2004),8.0
1724,Undead,(2003),5.5
1725,Biker Boyz,(2003),4.6
1726,En smag af livet,(2003),7.6
1727,Jimmy Kimmel Live!,(2003– ),6.7
1728,Vizontele Tuuba,(2003),6.5
1729,Mahownys dobbeltliv,(2003),7.1
1730,Boundin',(2003),7.0
1731,Shade,(2003),6.4
1732,Infernal Affairs III,(2003),7.0
1733,Real Time with Bill Maher,(2003– ),7.5
1734,Penn & Teller: Bullshit!,(2003–2010),8.2
1735,Grind,(2003),6.0
1736,Children of Dune,(2003– ),7.6
1737,Kurtlar Vadisi,(2003–2005),7.2
1738,The Divorce,(2003),4.9
1739,Hungama,(2003),7.5
1740,Universets sidste dage,(2003),7.6
1741,The Shape of Things,(2003),6.7
1742,Monsieur Ibrahim,(2003),7.4
1743,Gozu,(2003),7.0
1744,Facing Windows,(2003),7.4
1745,Beyond Re-Animator,(2003),5.9
1746,All the Real Girls,(2003),6.9
1747,Sylvia,(2003),6.3
1748,Batman: Mystery of the Batwoman,(2003 Video),6.7
1749,The Snow Walker,(2003),7.4
1750,The Memory of a Killer,(2003),7.4
1751,Foolproof,(2003),6.5
1752,How to Deal,(2003),5.7
1753,Sky Blue,(2003),6.8
1754,Time of the Wolf,(2003),6.6
1755,Noi the Albino,(2003),7.4
1756,Tupac: Resurrection,(2003),8.0
1757,Max Payne 2: The Fall of Max Payne,(2003 Video Game),9.1
1758,Slanke Sussie,(2003),6.9
1759,State of Play,(2003),8.4
1760,Joan of Arcadia,(2003–2005),7.0
1761,Red vs. Blue,(2003– ),8.4
1762,The Man Who Copied,(2003),7.7
1763,Osama,(2003),7.4
1764,I'll Sleep When I'm Dead,(2003),5.8
1765,Dot the I,(2003),6.8
1766,Stander - politimanden der blev bankrøver,(2003),7.2
1767,The Singing Detective,(2003),5.6
1768,Harvie Krumpet,(2003),8.0
1769,The Sleeping Dictionary,(2003),6.6
1770,Ju-On: The Grudge 2,(2003),6.4
1771,Salmer fra køkkenet,(2003),7.3
1772,Viva la Bam,(2003–2006),6.7
1773,It's All About Love,(2003),5.5
1774,My Life as a Teenage Robot,(2003–2009),7.0
1775,De fem benspænd,(2003),7.5
1776,Maqbool,(2003),8.2
1777,Love Don't Cost a Thing,(2003),5.2
1778,Punk'd,(2003–2015),6.0
1779,Dorm Daze,(2003),4.6
1780,Okkadu,(2003),8.1
1781,Save the Green Planet!,(2003),7.3
1782,Teenage Mutant Ninja Turtles,(2003–2010),7.7
1783,The Classic,(2003),7.9
1784,Saw,(2003),7.6
1785,I Am David,(2003),7.3
1786,Stitch! The Movie,(2003 Video),6.2
1787,Rugrats Go Wild,(2003),5.6
1788,Atlantis: Milo's Return,(2003 Video),5.1
1789,Star Wars: Knights of the Old Republic,(2003 Video Game),9.6
1790,Reconstruction,(2003),7.4
1791,Wolf's Rain,(2003–2004),8.0
1792,I Capture the Castle,(2003),7.0
1793,Lilo & Stitch: The Series,(2003–2006),6.8
1794,Final Flight of the Osiris,(2003),7.6
1795,The Fighting Temptations,(2003),5.5
1796,Saraband,(2003 TV Movie),7.7
1797,Hope Springs,(2003),5.4
1798,The Cheetah Girls,(2003 TV Movie),4.9
1799,Fear X,(2003),6.0
1800,The Miracle of Bern,(2003),6.8
1801,Berlin Blues,(2003),7.2
1802,Tarnation,(2003),7.2
1803,Mambo Italiano,(2003),6.7
1804,Levity,(2003),6.4
1805,The Foreigner,(2003),3.3
1806,Japanese Story,(2003),6.7
1807,The Company,(2003),6.4
1808,Deliver Us from Eva,(2003),6.1
1809,Piglet's Big Movie,(2003),6.1
1810,Soldier's Girl,(2003 TV Movie),7.9
1811,Helen of Troy,(2003– ),6.3
1812,The Even Stevens Movie,(2003 TV Movie),6.3
1813,Xiaolin Showdown,(2003–2006),7.5
1814,Scorched,(I) (2003),6.0
1815,Duck Dodgers,(2003–2005),7.8
1816,Aileen: Life and Death of a Serial Killer,(2003),7.1
1817,Ta' mine øjne,(2003),7.5
1818,Historien om den grædende kamel,(2003),7.5
1819,Batman: Dead End,(2003),7.4
1820,Barely Legal,(2003),4.8
1821,Out for a Kill,(2003 Video),3.4
1822,Belly of the Beast,(2003 Video),4.7
1823,Kid's Story,(2003),7.5
1824,Nothing,(2003),6.2
1825,The Saddest Music in the World,(2003),7.2
1826,Call of Duty,(2003 Video Game),8.7
1827,George of the Jungle 2,(2003 Video),3.4
1828,Camp,(2003),6.3
1829,The Yes Men,(2003),6.9
1830,Love Comes Softly,(2003 TV Movie),7.4
1831,The Professional,(2003),8.4
1832,Bummer,(2003),7.2
1833,The Second Renaissance Part I,(2003),8.1
1834,The Class of Chaos Goes Abroad,(2003),3.0
1835,Northfork,(2003),6.4
1836,Crime Spree,(2003),6.6
1837,Inspector Gadget 2,(2003 Video),3.5
1838,Vildmark,(2003),6.3
1839,The Simple Life,(2003–2007),3.9
1840,Seducing Doctor Lewis,(2003),7.5
1841,Marci X,(2003),2.8
1842,44 Minutes: The North Hollywood Shoot-Out,(2003 TV Movie),6.4
1843,The Second Renaissance Part II,(2003),8.1
1844,Bright Young Things,(2003),6.6
1845,Lisbela and the Prisoner,(2003),7.5
1846,Fanfan,(2003),5.7
1847,Ghosts of the Abyss,(2003),6.9
1848,Alexandra's Project,(2003),6.6
1849,The Statement,(2003),6.2
1850,Manden der faldt ned fra himlen,(2003),6.8
1851,Bon voyage,(2003),6.9
1852,Shortcut to Happiness,(2003),5.5
1853,Baadasssss!,(2003),7.4
1854,The Hebrew Hammer,(2003),6.2
1855,Arven,(2003),7.3
1856,The Twins Effect,(2003),5.6
1857,It Runs in the Family,(2003),5.6
1858,BackSlide,(2003),7.2
1859,Hope & Faith,(2003–2006),5.6
1860,Pauly Shore Is Dead,(2003),4.5
1861,Hazaaron Khwaishein Aisi,(2003),8.0
1862,Terminator 3: Rise of the Machines,(2003 Video Game),6.3
1863,Extreme Makeover: Home Edition,(2003–2012),6.4
1864,Bad Boys,(2003),6.3
1865,Masked and Anonymous,(2003),5.5
1866,New Tricks,(2003–2015),7.8
1867,A Detective Story,(2003),7.6
1868,Blind Horizon,(2003),5.6
1869,Nathalie...,(2003),6.4
1870,All Grown Up!,(2003–2008),5.4
1871,Monster Man,(2003),5.9
1872,Natural City,(2003),5.8
1873,Beyond,(2003),7.8
1874,Gungrave,(2003–2004),8.0
1875,Buddy,(2003),6.8
1876,The Bachelorette,(2003– ),3.2
1877,Haggard,(2003),6.5
1878,Blue Collar Comedy Tour: The Movie,(2003),7.2
1879,Spider-Man,(2003),7.1
1880,Pithamagan,(2003),8.4
1881,Tiptoes,(2003),4.6
1882,Prince of Persia: The Sands of Time,(2003 Video Game),8.6
1883,The Battle of Shaker Heights,(2003),6.1
1884,Kaakha..Kaakha: The Police,(2003),8.0
1885,Blodrødt guld,(2003),7.5
1886,Overnight,(2003),7.1
1887,Dog the Bounty Hunter,(2003–2012),5.2
1888,Fear and Trembling,(2003),7.1
1889,Warriors of Heaven and Earth,(2003),6.4
1890,Twentynine Palms,(2003),5.3
1891,The Mudge Boy,(2003),7.2
1892,Brainiac: Science Abuse,(2003–2008),7.0
1893,Shrek 4-D,(2003),6.4
1894,Code Lyoko,(2003–2007),7.3
1895,Alien Hunter,(2003),5.1
1896,Michel Vaillant,(2003),5.3
1897,"Remember Me, My Love",(2003),6.5
1898,World Record,(2003),7.2
1899,Carolina,(I) (2003),6.2
1900,November,(2003),7.8
1901,Silmido,(2003),7.2
1902,Program,(2003),7.3
1903,Blackball,(2003),5.5
1904,Good Boy!,(2003),5.1
1905,Zero Day,(2003),7.3
1906,Main Prem Ki Diwani Hoon,(2003),4.0
1907,Chasing Papi,(2003),4.8
1908,Wildboyz,(2003–2006),7.3
1909,The Big Empty,(2003),6.1
1910,The Mother,(2003),6.9
1911,Leprechaun: Back 2 tha Hood,(2003 Video),4.0
1912,Ricky Gervais Live: Animals,(2003 Video),8.1
1913,Barbie of Swan Lake,(2003 Video),6.4
1914,The Real Cancun,(2003),2.7
1915,Kaena: The Prophecy,(2003),6.1
1916,King of the Ants,(I) (2003),6.3
1917,PTU,(2003),6.9
1918,Matriculated,(2003),7.1
1919,Anne B. Real,(2003),2.1
1920,Destino,(2003),7.9
1921,The Last Horror Movie,(2003),5.6
1922,Dracula II: Ascension,(2003 Video),4.7
1923,Ishq Vishk,(2003),6.1
1924,Flywheel,(2003),6.9
1925,Devil's Pond,(2003),5.5
1926,Anus Magillicutty,(2003),2.7
1927,Schultze Gets the Blues,(2003),7.0
1928,Kim Possible: A Sitch in Time,(2003 TV Movie),7.1
1929,Comandante,(2003),6.9
1930,Drengene fra Skt. Judes,(2003),7.6
1931,"Goodbye, Dragon Inn",(2003),7.1
1932,Torremolinos 73,(2003),6.7
1933,Gacy,(2003 Video),4.7
1934,The Third Wave,(2003),6.3
1935,Homeless to Harvard: The Liz Murray Story,(2003 TV Movie),7.3
1936,Anatomy 2,(2003),5.1
1937, Firefly,(2002–2003),8.6
1938,End of the Century,(2003),8.0
1939,Nicotina,(2003),6.7
1940,The Diary of Ellen Rimbauer,(2003 TV Movie),5.6
1941,2LDK,(2003),6.9
1942,Boys,(2003),7.3
1943,Love Object,(2003),6.4
1944,Fat Pizza,(2003),6.0
1945, Firefly,(2002–2003),8.5
1946,Grand Theft Parsons,(2003),6.0
1947,Last Exile,(2003– ),7.9
1948,Bukowski: Born into This,(2003),7.9
1949,Jake 2.0,(2003–2004),6.8
1950,My House in Umbria,(2003 TV Movie),7.0
1951,Off the Map,(2003),7.2
1952,Zelary,(2003),7.7
1953,August Underground's Mordum,(2003 Video),3.2
1954, Firefly,(2002–2003),8.4
1955,Imagining Argentina,(2003),6.2
1956,Scooby-Doo and the Legend of the Vampire,(2003 Video),6.6
1957,"Good Morning, Night",(2003),7.2
1958,Normal,(2003 TV Movie),7.1
1959,Mimic: Sentinel,(2003 Video),4.4
1960, Buffy the Vampire Slayer,(1996–2003),9.4
1961,Swimming Upstream,(2003),7.2
1962,Mortadelo & Filemon: The Big Adventure,(2003),5.3
1963,Phileine Says Sorry,(2003),6.1
1964,Into the Mirror,(2003),6.4
1965,Air Emergency,(2003– ),8.9
1966,Godzilla: Tokyo S.O.S.,(2003),6.6
1967,Pokémon: Jirachi - Wish Maker,(2003),5.9
1968,Rosemary & Thyme,(2003–2006),7.7
1969,Octane,(2003),4.3
1970,Los Serrano,(2003–2008),7.4
1971,Sonic X,(2003–2006),6.1
1972,The Hitcher II: I've Been Waiting,(2003 Video),4.3
1973,My Architect,(2003),7.4
1974,Strayed,(2003),6.6
1975,Absolon,(2003),4.3
1976,Silent Hill 3,(2003 Video Game),8.8
1977,Enter the Matrix,(2003 Video Game),6.9
1978,Insaat,(2003),7.2
1979,And Starring Pancho Villa as Himself,(2003 TV Movie),6.6
1980,Après Vous,(2003),6.5
1981,Christmas Vacation 2: Cousin Eddie's Island Adventure,(2003 TV Movie),2.7
1982,Bhoot,(2003),6.4
1983,The Wild Parrots of Telegraph Hill,(2003),7.9
1984,Rembrandt,(2003),6.3
1985,Aquí no hay quien viva,(2003–2006),8.1
1986,Fear of the Dark,(2003),5.4
1987,To Kill a King,(2003),6.2
1988,Planetes,(2003–2004),8.3
1989,The Flower of Evil,(2003),6.5
1990,Pearls and Pigs,(2003),6.5
1991,Horatio Hornblower 3,(2003 TV Movie),8.2
1992,Gettin' Square,(2003),6.8
1993,Games of Love and Chance,(2003),6.9
1994,Malevolence,(2003),5.2
1995,Wishing Stairs,(2003),6.0
1996,Deep Blue,(2003),7.5
1997, Friends,(1994–2004),8.8
1998,The Rage in Placid Lake,(2003),7.0
1999, South Park,(1997– ),9.1
2000,Eternal Sunshine of the Spotless Mind,(2004),8.3
2001,Kill Bill: Vol. 2,(2004),8.0
2002,The Incredibles,(2004),8.0
2003,Million Dollar Baby,(2004),8.1
2004,Spider-Man 2,(2004),7.3
2005,Harry Potter and the Prisoner of Azkaban,(2004),7.9
2006,The Notebook,(2004),7.9
2007,Shaun of the Dead,(2004),7.9
2008,"I, Robot",(2004),7.1
2009,Lost,(2004–2010),8.4
2010,Troy,(2004),7.2
2011,The Butterfly Effect,(2004),7.7
2012,The Bourne Supremacy,(2004),7.8
2013,Crash,(I) (2004),7.8
2014,The Day After Tomorrow,(2004),6.4
2015,Shrek 2,(2004),7.2
2016,House,(2004–2012),8.7
2017,The Terminal,(2004),7.3
2018,Saw,(2004),7.6
2019,Collateral,(2004),7.5
2020,Ocean's Twelve,(2004),6.5
2021,The Machinist,(2004),7.7
2022,Hotel Rwanda,(2004),8.1
2023,Anchorman: The Legend of Ron Burgundy,(2004),7.2
2024,Man on Fire,(2004),7.7
2025,The Aviator,(2004),7.5
2026,50 First Dates,(2004),6.8
2027,Downfall,(2004),8.2
2028,Mean Girls,(2004),7.0
2029,National Treasure,(2004),6.9
2030,Hellboy,(2004),6.9
2031,Howl's Moving Castle,(2004),8.2
2032,Meet the Fockers,(2004),6.3
2033,Van Helsing,(2004),6.1
2034,The Village,(2004),6.5
2035,Dawn of the Dead,(2004),7.3
2036,Dodgeball: A True Underdog Story,(2004),6.7
2037,Before Sunset,(2004),8.1
2038,The Chronicles of Riddick,(2004),6.7
2039,Garden State,(2004),7.5
2040,The Passion of the Christ,(2004),7.2
2041,Finding Neverland,(2004),7.7
2042,The Girl Next Door,(2004),6.7
2043,Closer,(I) (2004),7.3
2044,A Series of Unfortunate Events,(2004),6.8
2045,Napoleon Dynamite,(2004),6.9
2046,EuroTrip,(2004),6.6
2047,Resident Evil: Apocalypse,(2004),6.2
2048,Harold & Kumar Go to White Castle,(2004),7.1
2049,AVP: Alien vs. Predator,(2004),5.6
2050,Sideways,(2004),7.5
2051,Secret Window,(2004),6.6
2052,The Life Aquatic with Steve Zissou,(2004),7.3
2053,The Polar Express,(2004),6.6
2054,Blade: Trinity,(2004),5.9
2055,Alexander,(2004),5.6
2056,Shark Tale,(2004),6.0
2057,King Arthur,(2004),6.3
2058,Entourage,(2004–2011),8.5
2059,Layer Cake,(2004),7.4
2060,Team America: World Police,(2004),7.2
2061,13 Going on 30,(2004),6.1
2062,The Punisher,(2004),6.5
2063,Battlestar Galactica,(2004–2009),8.7
2064,Starsky & Hutch,(2004),6.1
2065,The Grudge,(2004),5.9
2066,Ray,(I) (2004),7.7
2067,Fahrenheit 9/11,(2004),7.5
2068,Along Came Polly,(2004),5.9
2069,White Chicks,(2004),5.5
2070,Kung Fu Hustle,(2004),7.8
2071,The Phantom of the Opera,(2004),7.3
2072,Desperate Housewives,(2004–2012),7.5
2073,House of Flying Daggers,(2004),7.6
2074,Catwoman,(2004),3.3
2075,The Manchurian Candidate,(2004),6.6
2076,Super Size Me,(2004),7.2
2077,Bridget Jones: The Edge of Reason,(2004),6.0
2078,The Ladykillers,(2004),6.2
2079,The Motorcycle Diaries,(2004),7.8
2080,Primer,(2004),6.9
2081,Cellular,(2004),6.5
2082,Deadwood,(2004–2006),8.7
2083,Sky Captain and the World of Tomorrow,(2004),6.1
2084,Around the World in 80 Days,(2004),5.9
2085,A Cinderella Story,(2004),5.9
2086,Taking Lives,(2004),6.2
2087,Swades,(2004),8.3
2088,Hidalgo,(2004),6.7
2089,Spanglish,(2004),6.4
2090,The Sea Inside,(I) (2004),8.0
2091,Garfield,(2004),5.0
2092,The SpongeBob SquarePants Movie,(2004),7.0
2093,A Very Long Engagement,(2004),7.7
2094,The Princess Diaries 2: Royal Engagement,(2004),5.8
