,movie,year,imdb
721,Baby Boy,(2001),6.4
722,Dogtown and Z-Boys,(2001),7.7
723,Winged Migration,(2001),8.0
724,The Deep End,(2001),6.6
725,The Warrior,(2001),7.2
726,Intimacy,(2001),6.2
727,Novocaine,(2001),5.8
728,Yamakasi,(2001),6.2
729,Lammbock,(2001),7.3
730,Degrassi: The Next Generation,(2001–2015),7.4
731,Charlotte Gray,(2001),6.4
732,The Grey Zone,(2001),7.1
733,To End All Wars,(2001),7.1
734,Attila,(2001),6.7
735,Fat Girl,(2001),6.5
736,Joe Somebody,(2001),5.5
737,Stanley Kubrick: A Life in Pictures,(2001),8.0
738,Crossing Jordan,(2001–2007),7.0
739,L.I.E.,(2001),7.2
740,Thirteen Conversations About One Thing,(2001),7.1
741,Gadar: Ek Prem Katha,(2001),7.1
742,Manic,(2001),7.4
743,Halo: Combat Evolved,(2001 Video Game),8.9
744,Lady and the Tramp 2: Scamp's Adventure,(2001 Video),5.9
745,Bad Guy,(2001),6.8
746,Recess: School's Out,(2001),6.6
747,See Spot Run,(2001),5.4
748,Wit,(2001 TV Movie),8.1
749,Avalons tåger,(2001– ),7.0
750,The Forsaken,(2001),5.3
751,His Secret Life,(2001),7.4
752,Soul Survivors,(2001),3.9
753,The Anniversary Party,(2001),6.3
754,Double Take,(2001),5.4
755,The Oblongs,(2001–2002),7.0
756,The Happiness of the Katakuris,(2001),7.1
757,Mostly Martha,(2001),7.3
758,Blow Dry,(2001),6.3
759,Sidste kys,(2001),7.0
760,Totally Spies,(2001–2014),7.0
761,The Cat's Meow,(2001),6.4
762,The Order,(2001),4.7
763,Ajnabee,(2001),6.6
764,Baran,(2001),7.8
765,All About Lily Chou-Chou,(2001),7.7
766, Buffy the Vampire Slayer,(1996–2003),9.8
767,The Body,(2001),5.4
768,Metal Gear Solid 2: Sons of Liberty,(2001 Video Game),9.1
769,Samsara,(2001),7.8
770,Star,(I) (2001),7.8
771,Pokémon 4Ever,(2001),5.6
772,Max Keeble's Big Move,(2001),5.4
773,Lovely & Amazing,(2001),6.8
774,Tanguy,(2001),6.4
775,Good Advice,(2001),6.2
776,Trouble Every Day,(2001),6.0
777,Bag solen,(2001),7.7
778,Ticker,(2001),3.6
779,Torrente 2: Mission in Marbella,(2001),6.5
780,The Wash,(2001),4.7
781,The Bernie Mac Show,(2001–2006),7.0
782,Sweet Life,(2001–2004),8.4
783,Series 7: The Contenders,(2001),6.6
784,Sidewalks of New York,(2001),6.5
785,The Parole Officer,(2001),6.4
786,Rejsen til Kandahar,(2001),6.8
787,The Lost Battalion,(2001 TV Movie),7.1
788,Bones,(2001),4.1
789,Fulltime Killer,(2001),7.0
790,The Caveman's Valentine,(2001),5.9
791,Atanarjuat: The Fast Runner,(2001),7.5
792, South Park,(1997– ),9.6
793,As Far as My Feet Will Carry Me,(2001),7.4
794,Final Fantasy X,(2001 Video Game),9.1
795,The Unsaid,(2001),6.7
796,Dudes,(2001),7.9
797,Fear Factor,(I) (2001–2012),5.6
798,Two Can Play That Game,(2001),6.1
799,Halloweentown II: Kalabar's Revenge,(2001 TV Movie),6.6
800,Hvordan bliver det lavet?,(2001– ),7.8
801,Sleepless,(2001),6.3
802,The Tunnel,(2001),7.8
803,Glass Tiger,(2001),7.8
804,The Luck of the Irish,(2001 TV Movie),6.3
805,Dog Days,(2001),7.1
806,The Bunker,(2001),5.5
807,Rehnaa Hai Terre Dil Mein,(2001),7.5
808,Last Orders,(2001),7.0
809,The Proud Family,(2001–2005),6.3
810,My First Mister,(2001),7.2
811,Dark Blue World,(2001),7.3
812,Texas Rangers,(2001),5.2
813, Band of Brothers,(2001),8.5
814,No News from God,(2001),6.5
815,Failan,(2001),7.7
816,Mike Bassett: England Manager,(2001),6.9
817,Silent Hill 2,(2001 Video Game),9.4
818,Druids,(2001),2.7
819,The Affair of the Necklace,(2001),6.1
820, The Sopranos,(1999–2007),9.7
821,James Dean,(2001 TV Movie),7.4
822,Powder Keg,(2001),7.7
823, Band of Brothers,(2001),8.8
824,The Follow,(2001),7.5
825,Phoenix Nights,(2001–2002),8.4
826,The Man Who Sued God,(2001),6.5
827,Fruits Basket,(2001– ),8.0
828,Scooby-Doo and the Cyber Chase,(2001 Video),7.0
829,Mimic 2,(2001 Video),4.6
830,The Lone Gunmen,(2001),7.4
831, Band of Brothers,(2001),9.0
832,La Ciénaga,(2001),7.0
833,Anne Frank: The Whole Story,(2001– ),8.0
834,Town & Country,(2001),4.4
835,Time Out,(2001),7.4
836, Band of Brothers,(2001),8.8
837,The Lost Skeleton of Cadavra,(2001),7.0
838,Chosen,(2001),6.9
839,CQ,(2001),6.3
840, Friends,(1994–2004),9.3
841, Buffy the Vampire Slayer,(1996–2003),9.7
842,The Center of the World,(2001),5.9
843,One 2 Ka 4,(2001),5.5
844,Belphegor: Phantom of the Louvre,(2001),4.4
845,Miss Minoes,(2001),6.9
846,Friend,(2001),7.4
847,Uprising,(2001 TV Movie),7.3
848,The Tick,(2001–2002),7.9
849,Ambush,(2001),7.1
850, Band of Brothers,(2001),8.6
851,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",(2001),7.2
852,All Over the Guy,(2001),6.5
853,The Guardian,(2001–2004),7.4
854,Barbie in the Nutcracker,(2001 Video),6.3
855, Band of Brothers,(2001),8.9
856,Shaman King,(2001–2005),8.1
857,Me Without You,(2001),7.0
858,The Zookeeper,(2001),7.6
859,Holiday in the Sun,(2001 Video),5.2
860, The Wonderful World of Disney,(1995–2005),5.7
861,What Time Is It There?,(2001),7.3
862,Beijing Bicycle,(2001),7.3
863,"Scotland, Pa.",(2001),6.8
864,McLeod's Daughters,(2001–2009),7.2
865,Cat Soup,(2001),7.7
866,Fate: Tales About Darkness,(2001),7.7
867,Harvard Man,(2001),4.9
868,Don't Die Too Hard!,(2001),5.7
869,Disco Pigs,(2001),6.8
870, Band of Brothers,(2001),8.5
871,Beyblade,(2001–2005),6.8
872, Band of Brothers,(2001),8.5
873,The Safety of Objects,(2001),6.6
874,The Man from Elysian Fields,(2001),6.7
875,Murder on a Sunday Morning,(2001),8.0
876,Millennium Mambo,(2001),7.1
877,Snow White: The Fairest of Them All,(2001 TV Movie),5.8
878,On the Line,(2001),4.1
879,Tortilla Soup,(2001),6.6
880,Motocrossed,(2001 TV Movie),6.7
881,Jesus Christ Vampire Hunter,(2001),5.1
882,Invincible,(2001),6.5
883,Livvagterne,(2001),6.4
884,Who Is Cletis Tout?,(2001),6.4
885, Band of Brothers,(2001),8.7
886,The Brothers,(2001),6.4
887,Don's Plum,(2001),5.9
888,Wishmaster 3: Beyond the Gates of Hell,(2001 Video),3.6
889,Chori Chori Chupke Chupke,(2001),5.5
890,The Other Side of Heaven,(2001),6.5
891,No Such Thing,(2001),6.2
892,War Photographer,(2001),8.0
893,The Discovery of Heaven,(2001),6.8
894,The Shaft,(2001),4.5
895, Band of Brothers,(2001),8.5
896,Girls on Top,(2001),5.3
897,An American Rhapsody,(2001),6.8
898,The Inspector Lynley Mysteries,(2001–2008),7.4
899,On the Edge,(2001),7.1
900,Wendigo,(2001),5.0
901,Winning London,(2001 Video),5.5
902,Hornblower: Mutiny,(2001 TV Movie),8.2
903,The Business of Strangers,(2001),6.4
904,Mutant X,(2001–2004),6.1
905,Crush,(I) (2001),5.9
906, Star Trek: Enterprise,(2001–2005),7.6
907,My Wife Is an Actress,(2001),6.5
908,Mad Love,(2001),6.7
909,Murari,(2001),7.8
910,What to Do in Case of Fire,(2001),6.9
911,Wildheart: Hell of Boomerang,(2001),6.6
912,Khushi,(2001),8.0
913,Samurai X: Reflection,(2001– ),8.2
914,Double Whammy,(2001),5.7
915, Friends,(1994–2004),9.3
916,Beethoven's 4th,(2001 Video),4.1
917,High Heels and Low Lifes,(2001),6.2
918,Two Pints of Lager and a Packet of Crisps,(2001–2011),7.1
919,Hwasango,(2001),6.0
920,Edges of the Lord,(2001),7.0
921,Jack and the Beanstalk: The Real Story,(2001– ),6.9
922,Zu Warriors,(2001),5.3
923,Mermaid Chronicles Part 1: She Creature,(2001 TV Movie),5.9
924,Startup.com,(2001),7.1
925,Address Unknown,(2001),7.3
926,Cradle of Fear,(2001 Video),4.4
927,He Died with a Felafel in His Hand,(2001),7.1
928,Horatio Hornblower: Retribution,(2001 TV Movie),8.3
929, Buffy the Vampire Slayer,(1996–2003),9.6
930,Zenon: The Zequel,(2001 TV Movie),6.0
931,The White Sound,(2001),7.2
932,George Carlin: Complaints & Grievances,(2001 TV Special),8.5
933,Taking Sides,(2001),7.2
934,En kort en lang,(2001),6.1
935,Would I Lie to You? 2,(2001),6.3
936,Yaadein...,(2001),4.5
937,Little Secrets,(2001),6.5
938,My Wife Is a Gangster,(2001),6.5
939,The Matrix Revisited,(2001 Video),7.4
940,Route 666,(2001),4.4
941, Friends,(1994–2004),9.1
942,Late Marriage,(2001),7.2
943,The American Astronaut,(2001),7.1
944,The Fourth Angel,(2001),5.4
945, Futurama,(1999–2013),9.4
946,The Invisible Circus,(2001),5.6
947,Focus,(I) (2001),6.8
948,Nuvvu Naaku Nachchav,(2001),8.7
949,Blue Spring,(2001),7.4
950,Teachers,(2001–2004),7.9
951,The Princess Blade,(2001),5.8
952, Friends,(1994–2004),9.1
953,Tum Bin...: Love Will Find a Way,(2001),7.5
954,Tart,(2001),4.8
955,The Lost World,(2001 TV Movie),6.7
956,The Bank,(2001),6.6
957,The Fluffer,(2001),5.7
958,House of Mouse,(2001–2002),7.6
959,Ripper,(2001),4.7
960,Scratch,(2001),7.9
961, Friends,(1994–2004),8.9
962,Moscow Square,(2001),7.9
963,Sisters,(2001),7.1
964, Friends,(1994–2004),8.7
965,When Strangers Appear,(2001),6.5
966,Absolute Hundred,(2001),7.5
967,The Pool,(2001),4.3
968,The Way We Live Now,(2001– ),7.7
969,Elvira's Haunted Hills,(2001),5.9
970,In Praise of Love,(2001),6.5
971,Arachnid,(2001),3.9
972,Promises,(2001),8.5
973,Happy Campers,(2001),5.6
974,The Breed,(2001),4.8
975,Crossfire Trail,(2001 TV Movie),7.1
976,Mickey's House of Villains,(2001 Video),6.6
977,Undergrads,(2001),7.7
978, Friends,(1994–2004),8.8
979,Braceface,(2001–2006),6.5
980,Megiddo: The Omega Code 2,(2001),4.2
981,Mickey's Magical Christmas: Snowed in at the House of Mouse,(2001 Video),6.8
982,Dinner with Friends,(2001 TV Movie),6.3
983,The Navigators,(2001),7.0
984,The Lady and the Duke,(2001),7.0
985,August Underground,(2001 Video),3.8
986,Go,(2001),7.6
987, Friends,(1994–2004),8.7
988,Stranded,(2001),5.4
989, Friends,(1994–2004),8.7
990, Friends,(1994–2004),8.6
991,Poranek kojota,(2001),6.8
992,All the Queen's Men,(2001),4.6
993, Friends,(1994–2004),8.6
994,Xchange,(2001),5.6
995, Buffy the Vampire Slayer,(1996–2003),9.3
996, South Park,(1997– ),8.9
997, The Sopranos,(1999–2007),9.0
998, Friends,(1994–2004),8.6
999,Warm Water Under a Red Bridge,(2001),6.9
1000,The Lord of the Rings: The Two Towers,(2002),8.7
1001,Catch Me If You Can,(2002),8.1
1002,City of God,(2002),8.6
1003,Spider-Man,(2002),7.3
1004,The Pianist,(2002),8.5
1005,Star Wars: Episode II - Attack of the Clones,(2002),6.6
1006,Harry Potter and the Chamber of Secrets,(2002),7.4
1007,The Bourne Identity,(2002),7.9
1008,Minority Report,(2002),7.7
1009,Ice Age,(2002),7.5
1010,Gangs of New York,(2002),7.5
1011,28 Days Later...,(2002),7.6
1012,Signs,(2002),6.7
1013,Men in Black II,(2002),6.1
1014,The Ring,(2002),7.1
1015,Equilibrium,(2002),7.5
1016,The Transporter,(2002),6.8
1017,Insomnia,(2002),7.2
1018,The Wire,(2002–2008),9.3
1019,Panic Room,(2002),6.8
1020,Phone Booth,(2002),7.1
1021,Den røde drage,(2002),7.2
1022,Resident Evil,(2002),6.7
1023,Road to Perdition,(2002),7.7
1024,8 Mile,(2002),7.1
1025,Firefly,(2002–2003),9.0
1026,Chicago,(2002),7.2
1027,Die Another Day,(2002),6.1
1028,A Walk to Remember,(2002),7.4
1029,Blade II,(2002),6.7
1030,Austin Powers in Goldmember,(2002),6.2
1031,Hero,(2002),7.9
1032,xXx,(2002),5.9
1033,Adaptation.,(2002),7.7
1034,25th Hour,(2002),7.7
1035,About a Boy,(2002),7.1
1036,Lilo & Stitch,(2002),7.2
1037,Bowling for Columbine,(2002),8.0
1038,Punch-Drunk Love,(2002),7.3
1039,Mr. Deeds,(2002),5.8
1040,The Scorpion King,(2002),5.5
1041,We Were Soldiers,(2002),7.2
1042,The Count of Monte Cristo,(2002),7.8
1043,Reign of Fire,(2002),6.2
1044,About Schmidt,(2002),7.2
1045,The Hours,(2002),7.6
1046,John Q,(2002),7.1
1047,My Big Fat Greek Wedding,(2002),6.6
1048,The Time Machine,(2002),5.9
1049,Infernal Affairs,(2002),8.1
1050,One Hour Photo,(2002),6.8
1051,Irreversible,(2002),7.4
1052,Top Gear,(2002– ),8.7
1053,Bend It Like Beckham,(2002),6.7
1054,Van Wilder: Party Liaison,(2002),6.4
1055,Two Weeks Notice,(2002),6.1
1056,Talk to Her,(2002),8.0
1057,The Sum of All Fears,(2002),6.4
1058,Sweet Home Alabama,(2002),6.2
1059,Treasure Planet,(2002),7.1
1060,Ghost Ship,(2002),5.5
1061,Scooby-Doo,(2002),5.0
1062,The Hot Chick,(2002),5.5
1063,Confessions of a Dangerous Mind,(2002),7.1
1064,Ali G Indahouse,(2002),6.2
1065,Maid in Manhattan,(2002),5.2
1066,Analyze That,(2002),5.9
1067,Secretary,(2002),7.0
1068,Jackass: The Movie,(2002),6.6
1069,Solaris,(2002),6.2
1070,Frida,(2002),7.4
1071,Unfaithful,(2002),6.7
1072,The Tuxedo,(2002),5.4
1073,The Mothman Prophecies,(2002),6.5
1074,Cabin Fever,(2002),5.6
1075,Collateral Damage,(2002),5.5
1076,40 Days and 40 Nights,(2002),5.6
1077,Star Trek: Nemesis,(2002),6.4
1078,The Shield,(2002–2008),8.7
1079,Changing Lanes,(2002),6.5
1080,Windtalkers,(2002),6.0
1081,Monk,(2002–2009),8.0
1082,Cube²: Hypercube,(2002),5.6
1083,Showtime,(2002),5.5
1084,S1m0ne,(2002),6.1
1085,Spirit: Stallion of the Cimarron,(2002),7.1
1086,Sympathy for Mr. Vengeance,(2002),7.7
1087,K-19: The Widowmaker,(2002),6.7
1088,Naruto,(2002–2007),8.2
1089,Spy Kids 2: Island of Lost Dreams,(2002),5.1
1090,The Sweetest Thing,(2002),5.1
1091,Dog Soldiers,(2002),6.8
1092,Queen of the Damned,(2002),5.3
1093,CSI: Miami,(2002–2012),6.4
1094,Murder by Numbers,(2002),6.1
1095,Eight Legged Freaks,(2002),5.4
1096,Hart's War,(2002),6.3
1097,The Rules of Attraction,(2002),6.7
1098,I Spy,(2002),5.4
1099,Orange County,(2002),6.2
1100,Stuart Little 2,(2002),5.5
1101,The Santa Clause 2,(2002),5.6
1102,Asterix and Obelix Meet Cleopatra,(2002),6.6
1103,Bad Company,(2002),5.6
1104,Bubba Ho-Tep,(2002),7.1
1105,Kung Pow: Enter the Fist,(2002),6.2
1106,The Good Girl,(2002),6.4
1107,Far from Heaven,(2002),7.4
1108,Lilya 4-Ever,(2002),7.9
1109,Blood Work,(2002),6.4
1110,In America,(2002),7.8
1111,The Cat Returns,(2002),7.3
1112,Dirty Pretty Things,(2002),7.4
1113,L'auberge espagnole,(2002),7.3
1114,Whale Rider,(2002),7.6
1115,Death to Smoochy,(2002),6.4
1116,Ju-on: The Grudge,(2002),6.7
1117,Crossroads,(I) (2002),3.4
1118,Narc,(2002),7.2
1119,Enough,(I) (2002),5.7
1120,High Crimes,(2002),6.3
1121,Spun,(2002),6.8
1122,Dragonfly,(2002),6.1
1123,Devdas,(I) (2002),7.6
1124,Spider,(2002),6.8
1125,Halloween: Resurrection,(2002),4.1
1126,Big Fat Liar,(2002),5.4
1127,Undercover Brother,(2002),5.8
1128,The New Guy,(2002),5.9
1129,Drumline,(2002),5.7
1130,Femme Fatale,(2002),6.3
1131,The Four Feathers,(2002),6.5
1132,Igby Goes Down,(2002),7.0
1133,May,(2002),6.7
1134,Antwone Fisher,(2002),7.3
1135,24 Hour Party People,(2002),7.4
1136,Home Alone 4: Taking Back the House,(2002 TV Movie),2.5
1137,The Rookie,(2002),7.0
1138,Cypher,(2002),6.8
1139,Boat Trip,(2002),4.9
1140,The Salton Sea,(2002),7.1
1141,Blue Crush,(2002),5.7
1142,White Oleander,(2002),7.2
1143,Barbershop,(2002),6.3
1144,Dark Water,(2002),6.7
1145,Ken Park,(2002),5.9
1146,Interstate 60,(2002),7.7
1147,The Eye,(2002),6.7
1148,8 kvinder,(2002),7.1
1149,Undisputed,(2002),6.2
1150,The Quiet American,(2002),7.1
1151,Rabbit-Proof Fence,(2002),7.5
1152,The Magdalene Sisters,(2002),7.8
1153,Hollywood Ending,(2002),6.6
1154,Rollerball,(2002),3.0
1155,Friday After Next,(2002),5.8
1156,Det store slædeløb,(2002),5.1
1157,City by the Sea,(2002),6.1
1158,The Adventures of Pluto Nash,(2002),3.8
1159,8 Simple Rules,(2002–2005),7.1
1160,Eye See You,(2002),5.3
1161,Heaven,(I) (2002),7.1
1162,Bloody Sunday,(2002),7.7
1163,Life or Something Like It,(2002),5.8
1164,Trapped,(I) (2002),6.2
1165,The Importance of Being Earnest,(2002),6.9
1166,American Idol,(2002– ),4.2
1167,The Twilight Samurai,(2002),8.1
1168,The Master of Disguise,(2002),3.3
1169,Eight Crazy Nights,(2002),5.3
1170,The Man Without a Past,(2002),7.7
1171,Rose Red,(2002),6.8
1172,Tuck Everlasting,(2002),6.7
1173,Kim Possible,(2002–2007),7.2
1174,Below,(2002),6.2
1175,Grand Theft Auto: Vice City,(2002 Video Game),9.2
1176,Dark Blue,(2002),6.6
1177,Big Trouble,(2002),6.5
1178,Feardotcom,(2002),3.3
1179,Taken,(2002),7.9
1180,Ballistic: Ecks vs. Sever,(2002),3.6
1181,Darkness,(2002),5.4
1182,Swimfan,(2002),5.0
1183,Elsker - elsker ikke,(2002),7.2
1184,Like Mike,(2002),5.2
1185,Russian Ark,(2002),7.4
1186,Divine Secrets of the Ya-Ya Sisterhood,(2002),6.0
1187,Gerry,(2002),6.2
1188,Without a Trace,(2002–2009),6.9
1189,Roger Dodger,(2002),7.0
1190,Ripley's Game,(2002),6.6
1191,Peter Pan 2: Return to Never Land,(2002),5.8
1192,Killing Me Softly,(2002),5.5
1193,Saras søde hævn,(2002),5.3
1194,Ghost in the Shell: Stand Alone Complex,(2002–2005),8.5
1195,The Emperor's Club,(2002),7.0
1196,Distant,(2002),7.7
1197,Laurel Canyon,(2002),6.4
1198,Dolls,(2002),7.7
1199,Swept Away,(2002),3.6
1200,The Guru,(2002),5.4
1201,Codename: Kids Next Door,(2002–2008),7.2
1202,The Banger Sisters,(2002),5.6
1203,American Psycho II: All American Girl,(2002 Video),3.9
1204,Half Past Dead,(2002),4.6
1205,Welcome to Collinwood,(2002),6.4
1206,The Wild Thornberrys Movie,(2002),5.4
1207,Slackers,(2002),5.3
1208,Sorority Boys,(2002),5.5
1209,MI-5,(2002–2011),8.3
1210,Moonlight Mile,(2002),6.7
1211,Company,(2002),8.0
1212,The Legend of Bhagat Singh,(2002),8.1
1213,The Dangerous Lives of Altar Boys,(2002),7.0
1214,Clockstoppers,(2002),5.2
1215,Amen.,(2002),7.3
1216,Auto Focus,(2002),6.6
1217,Possession,(2002),6.4
1218,The Crime of Padre Amaro,(2002),6.8
1219,Sweet Sixteen,(I) (2002),7.5
1220,Bang Bang You're Dead,(2002),7.9
1221,Stealing Harvard,(2002),5.1
1222,All About the Benjamins,(2002),5.8
1223,They,(2002),4.8
1224,Mandage i solen,(2002),7.7
1225,What I Like About You,(2002–2006),6.7
1226,Cadet Kelly,(2002 TV Movie),5.6
1227,Spellbound,(2002),7.6
1228,Everwood,(2002–2006),7.5
1229,Philanthropy,(2002),8.5
1230,Foyle's War,(2002–2015),8.4
1231,My Little Eye,(2002),5.6
1232,Ararat,(2002),6.6
1233,Aankhen,(2002),7.6
1234,Mike's New Car,(2002 Video),7.1
1235,Returner,(2002),6.5
1236,Nicholas Nickleby,(2002),7.2
1237,People I Know,(2002),5.5
1238,Lost in La Mancha,(2002),7.4
1239,Hellraiser: Hellseeker,(2002 Video),5.1
1240,Deathwatch,(2002),6.0
1241,The Good Thief,(2002),6.6
1242,The Truth About Charlie,(2002),4.7
1243,Poolhall Junkies,(2002),7.0
1244,George Lopez,(2002–2007),6.8
1245,Paid in Full,(2002),7.1
1246,Full Frontal,(2002),4.7
1247,All or Nothing,(2002),7.6
1248,Open Hearts,(2002),7.6
1249,Cinderella II: Dreams Come True,(2002 Video),5.0
1250,Carrie,(2002 TV Movie),5.5
1251,Abandon,(2002),4.9
1252,The Powerpuff Girls Movie,(2002),6.5
1253,Law of the Lawless,(2002),8.4
1254,Kenny vs. Spenny,(2002– ),7.9
1255,Better Luck Tomorrow,(2002),7.1
1256,Dahmer,(2002),5.6
1257,Mr. Bean: The Animated Series,(2002–2016),6.8
1258,Gamle mænd i nye biler,(2002),6.8
1259,Morvern Callar,(2002),6.8
1260,Sønnen,(2002),7.7
1261,Pumpkin,(2002),6.2
1262,Avenging Angelo,(2002),5.2
1263,The Dead Zone,(2002–2007),7.5
1264,Brown Sugar,(2002),6.5
1265,Hoshi no koe,(2002),7.3
1266,Bus 174,(2002),7.9
1267,Frozen Stiff,(2002),8.4
1268,Ben & Arthur,(2002),2.2
1269,Wilbur begår selvmord,(2002),6.9
1270,John Doe,(2002–2003),7.9
1271,The Gathering,(2002),5.7
1272,Day of the Wacko,(2002),8.1
1273,To Be and to Have,(2002),7.9
1274,Pinocchio,(2002),4.3
1275,Empire,(2002),6.0
1276,Liberty Stands Still,(2002),5.8
1277,So Close,(2002),6.7
1278,Tipping the Velvet,(2002),8.0
1279,The Cuckoo,(2002),7.9
1280,Love Liza,(2002),7.0
1281,Awara Paagal Deewana,(2002),6.4
1282,Derailed,(2002),4.0
1283,Still Standing,(2002–2006),7.6
1284,Max,(I) (2002),6.6
1285,Deuces Wild,(2002),5.6
1286,Oasis,(2002),8.0
1287,No Good Deed,(2002),5.5
1288,Man on the Train,(2002),7.3
1289,Bundy,(2002),5.9
1290,Naked Weapon,(2002),5.6
1291,Real Women Have Curves,(2002),7.0
1292,Vampires: Los Muertos,(2002),4.6
1293,The Kid Stays in the Picture,(2002),7.4
1294,Rabbits,(2002),7.0
1295,Wire in the Blood,(2002–2009),8.3
1296,"What's New, Scooby-Doo?",(2002–2006),7.2
1297,Buying the Cow,(2002),5.9
1298,Yossi & Jagger,(2002),7.2
1299,101 Dalmatians 2: Patch's London Adventure,(2002 Video),5.8
1300,Dummy,(2002),6.8
1301,Saathiya,(2002),6.9
1302,Ten,(2002),7.5
1303,The Crocodile Hunter: Collision Course,(2002),5.4
1304,Twin Sisters,(2002),7.5
1305,Kannathil Muthamittal,(2002),8.5
1306,The Dancer Upstairs,(2002),7.0
1307,9/11,(2002 TV Movie),8.4
1308,Comedian,(2002),7.0
1309,Kingdom Hearts,(2002 Video Game),9.3
1310,Evelyn,(2002),7.0
1311,An Evening with Kevin Smith,(2002 Video),8.4
1312,The Laramie Project,(2002 TV Movie),7.3
1313,Hum Tumhare Hain Sanam,(2002),5.5
1314,Highway,(I) (2002),6.3
1315,Juwanna Mann,(2002),4.6
1316,Try Seventeen,(2002),6.1
1317,Hey Arnold! The Movie,(2002),6.0
1318,Beat the Devil,(2002),7.5
1319,Jet Lag,(2002),6.2
1320,Steal,(2002),5.5
1321,Sex Is Zero,(2002),6.7
1322,The Reckoning,(II) (2002),6.5
1323,Robin Williams Live on Broadway,(2002 TV Special),8.5
1324,Waking Up in Reno,(2002),5.5
1325,Get a Clue,(2002 TV Movie),5.2
1326,LazyTown,(2002–2016),6.1
1327,The Bachelor,(2002– ),3.1
1328,Clone High,(2002–2003),8.2
1329,Long Time Dead,(2002),4.9
1330,September 11,(2002),7.0
1331,"Slap Her, She's French!",(2002),5.1
1332,Sniper 2,(2002 Video),5.2
1333,Extreme Ops,(2002),4.5
1334,The Hunchback of Notre Dame II,(2002 Video),4.7
1335,Run Ronnie Run,(2002),6.4
1336,Jeg er Dina,(2002),6.6
1337,The Nest,(2002),6.8
1338,Dinotopia,(II) (2002– ),6.6
1339,Thunderpants,(2002),3.7
1340,Raising Victor Vargas,(2002),7.1
1341,The Other Side of the Bed,(2002),6.6
1342,The Gathering Storm,(2002 TV Movie),7.6
1343,Solino,(2002),7.4
1344,Naqoyqatsi,(2002),6.7
1345,Shark Attack 3: Megalodon,(2002 Video),2.9
1346,Repli-Kate,(2002),5.7
1347,Hostage,(2002),7.3
1348,The Forsyte Saga,(2002–2003),8.2
1349,Tarzan & Jane,(2002 Video),5.4
1350,City of Ghosts,(2002),6.0
1351,Intimate Stories,(2002),7.5
1352,Phone,(2002),6.2
1353,Doctor Zhivago,(2002),7.5
1354,In My Skin,(2002),6.3
1355,Stark Raving Mad,(2002),6.4
1356,Undertaking Betty,(2002),6.6
1357,The Twilight Zone,(2002–2003),7.3
1358,The Way Home,(2002),7.8
1359, Firefly,(2002–2003),9.2
1360,Pokémon 5: The Movie,(2002),6.2
1361,Mr. and Mrs. Iyer,(2002),8.0
1362,The Country Bears,(2002),4.1
1363,Mafia: The City of Lost Heaven,(2002 Video Game),9.2
1364,En klods om benet,(2002),6.0
1365,When the Last Sword Is Drawn,(2002),7.6
1366,Mujhse Dosti Karoge!,(2002),5.1
1367,The Third Wheel,(2002),5.5
1368,Respiro,(2002),7.0
1369,Ticker,(2002),7.6
1370,Shakthi: The Power,(2002),6.1
1371,Live from Baghdad,(2002 TV Movie),7.4
1372,Demonlover,(2002),5.9
1373,A Kind of America,(2002),7.0
1374,Still Game,(2002– ),8.9
1375,Secret Things,(2002),6.1
1376,Who's Your Daddy?,(2002 Video),4.8
1377,Biggie and Tupac,(2002),6.8
1378,Cheats,(2002),6.2
1379,When in Rome,(I) (2002 Video),4.9
1380,Barbie as Rapunzel,(2002 Video),6.4
1381,Kaante,(2002),6.6
1382,The Century of the Self,(2002– ),8.9
1383,Balzac and the Little Chinese Seamstress,(2002),7.2
1384,Together with You,(2002),7.4
1385,Men with Brooms,(2002),5.8
1386,Jeremiah,(2002–2004),7.0
1387,Valentin,(I) (2002),7.6
1388, Firefly,(2002–2003),8.7
1389,Birds of Prey,(2002–2003),6.6
1390, Firefly,(2002–2003),9.0
1391,In This World,(2002),7.4
1392, Firefly,(2002–2003),8.9
1393,Daniel Deronda,(2002– ),7.3
1394,Full Metal Panic!,(2002– ),7.7
1395,Once Upon a Time in the Midlands,(2002),6.2
1396,800 Bullets,(2002),6.4
1397,Survival Island,(2002),2.5
1398,Fubar,(2002),7.1
1399,Sonny,(2002),5.7
1400,Napoléon,(2002),7.4
1401, Futurama,(1999–2013),9.5
1402,Chobits,(2002– ),7.4
1403,Door to Door,(2002 TV Movie),7.9
1404, Firefly,(2002–2003),8.5
1405,Shottas,(2002),6.3
1406,The Cathedral,(2002),7.4
1407,Balto: Wolf Quest,(2002 Video),6.2
1408,The Flying Car,(2002 TV Short),7.1
1409,Sunshine State,(2002),6.9
1410, The Wire,(2002–2008),8.0
1411, Firefly,(2002–2003),8.6
1412,The Chubbchubbs!,(2002),7.5
1413,A Snake of June,(2002),7.0
1414,The Life of Mammals,(2002–2003),9.1
1415,The Trip,(2002),7.0
1416,"La leggenda di Al, John e Jack",(2002),6.3
1417,Jonah: A VeggieTales Movie,(2002),6.6
1418, Firefly,(2002–2003),8.5
1419, Firefly,(2002–2003),8.8
1420,Maléfique,(2002),6.4
1421,The Clay Bird,(2002),8.5
