,movie,year,imdb
717,Straw Dogs,(2011),5.8
718,Jiro Dreams of Sushi,(2011),7.9
719,Flypaper,(2011),6.4
720,Episodes,(2011–2017),7.9
721,This Must Be the Place,(2011),6.7
722,Coriolanus,(2011),6.1
723,Suburgatory,(2011–2014),7.2
724,Sleeping Beauty,(2011),5.3
725,Samsara,(I) (2011),8.5
726,Hysteria,(2011),6.7
727,Hop,(2011),5.5
728,Tyrannosaur,(2011),7.6
729,Alvin and the Chipmunks: Chipwrecked,(2011),4.4
730,Batman: Year One,(2011 Video),7.4
731, Game of Thrones,(2011– ),9.0
732,Impractical Jokers,(2011– ),8.6
733,The Double,(I) (2011),5.9
734,Alphas,(2011–2012),7.3
735,A Little Bit of Heaven,(2011),6.3
736, Game of Thrones,(2011– ),9.6
737,Take This Waltz,(2011),6.6
738,The Sunset Limited,(2011 TV Movie),7.4
739,From Up on Poppy Hill,(2011),7.5
740,Undercover,(2011–2016),8.9
741,A Lonely Place to Die,(2011),6.3
742,Last Man Standing,(2011– ),7.6
743,Weekend,(II) (2011),7.6
744,Hostel: Part III,(2011 Video),4.6
745,The Resident,(2011),5.3
746,Your Sister's Sister,(2011),6.7
747,The Kid with a Bike,(2011),7.4
748,Delhi Belly,(2011),7.6
749,Being Human,(2011–2014),7.5
750,"Big Mommas: Like Father, Like Son",(2011),4.4
751,Batman: Arkham City,(2011 Video Game),9.5
752,Shark Night 3D,(2011),4.0
753, Game of Thrones,(2011– ),9.5
754,Diary of a Wimpy Kid: Rodrick Rules,(2011),6.6
755,The Elder Scrolls V: Skyrim,(2011 Video Game),9.5
756,10 Years,(2011),6.1
757,Chalet Girl,(2011),6.3
758,Albert Nobbs,(2011),6.7
759,Camelot,(2011),6.5
760,Rampart,(2011),5.8
761,Switched at Birth,(2011–2017),7.8
762,Puncture,(2011),6.9
763, Game of Thrones,(2011– ),8.8
764,Silent House,(2011),5.3
765,Frozen Planet,(2011),8.9
766,Dolphin Tale,(2011),6.9
767,Bullhead,(2011),7.4
768,Wrong Turn 4: Bloody Beginnings,(2011),4.6
769, Game of Thrones,(2011– ),9.3
770,Bodyguard,(2011),4.6
771,Human Planet,(2011),9.1
772, Game of Thrones,(2011– ),9.1
773, Game of Thrones,(2011– ),8.7
774,The Woman,(I) (2011),6.0
775,A Good Old Fashioned Orgy,(2011),6.2
776,Setup,(I) (2011),4.4
777,Mars Needs Moms,(2011),5.4
778, Game of Thrones,(2011– ),9.2
779,Ringer,(2011–2012),6.9
780,Spy Kids 4: All the Time in the World,(2011),3.5
781,Butter,(2011),6.2
782,Intruders,(I) (2011),5.4
783,Winnie the Pooh,(2011),7.2
784,Sound of My Voice,(2011),6.6
785, Game of Thrones,(2011– ),8.8
786,Mean Girls 2,(2011 TV Movie),4.2
787, Game of Thrones,(2011– ),9.1
788,I Don't Know How She Does It,(2011),4.9
789,Le Havre,(2011),7.2
790,Losers' Club,(2011),7.7
791,Pan Am,(2011–2012),7.0
792,A Monster in Paris,(2011),6.7
793,Monsieur Lazhar,(2011),7.5
794,Hick,(2011),5.7
795,The Tunnel,(I) (2011),5.9
796,Shaolin,(2011),6.9
797,The Ledge,(2011),6.5
798,Faces in the Crowd,(2011),5.8
799,The Lying Game,(2011–2013),7.4
800,Courageous,(2011),7.1
801,Pyaar Ka Punchnama,(2011),7.7
802,Mildred Pierce,(2011),7.7
803,Quarantine 2: Terminal,(2011),5.2
804,Texas Killing Fields,(2011),5.7
805,"Oslo, August 31st",(2011),7.7
806,Zeitgeist: Moving Forward,(2011),8.2
807,Jackass 3.5,(2011 Video),6.8
808, Breaking Bad,(2008–2013),9.5
809,Special Forces,(2011),6.4
810,Restless,(I) (2011),6.8
811,Boss,(2011–2012),8.1
812,Never Back Down 2: The Beatdown,(2011 Video),5.8
813,Portlandia,(2011–2018),7.8
814,Catch .44,(2011),4.6
815,The Son of No One,(2011),5.1
816,Assassination Games,(2011),6.2
817,The Snowtown Murders,(2011),6.6
818,Absentia,(I) (2011),5.8
819,Chinese Take-Out,(2011),7.3
820,Tomboy,(2011),7.4
821,Love Likes Coincidences,(2011),7.3
822,Red Dog,(2011),7.4
823,Starbuck,(2011),7.3
824,The Amazing World of Gumball,(2011– ),8.2
825,360,(2011),6.2
826,Into the Abyss,(2011),7.3
827,Call of Duty: Modern Warfare 3,(2011 Video Game),8.1
828,Margaret,(I) (2011),6.5
829, Breaking Bad,(2008–2013),9.5
830,A Better Life,(2011),7.2
831,Unforgettable,(2011–2016),6.8
832,Life in a Day,(2011),7.7
833,The Greatest Movie Ever Sold,(2011),6.6
834,Prom,(2011),5.4
835,Uncharted 3: Drake's Deception,(2011 Video Game),9.2
836,Detention,(2011),5.8
837,Breakout Kings,(2011–2012),7.3
838,Body of Proof,(2011–2013),7.1
839,Too Big to Fail,(2011 TV Movie),7.3
840,The Deep Blue Sea,(2011),6.3
841,Café de Flore,(2011),7.4
842,From Prada to Nada,(2011),5.6
843,Ready,(2011),4.8
844,Pina,(2011),7.7
845,Page Eight,(2011 TV Movie),6.9
846,Magnificent Century,(2011–2014),6.6
847,Hesten fra Torino,(2011),7.8
848,Fresh Meat,(2011–2016),7.9
849,5 Days of War,(2011),5.6
850,Life's Too Short,(2011–2013),7.5
851, Breaking Bad,(2008–2013),9.4
852,Dragon,(2011),7.1
853,L.A. Noire,(2011 Video Game),8.7
854,Sidewalls,(2011),7.5
855,Franklin & Bash,(2011–2014),7.7
856,Singham,(2011),6.8
857,Atlas Shrugged: Part I,(2011),5.7
858,Polisse,(2011),7.3
859, Breaking Bad,(2008–2013),9.1
860, The Walking Dead,(2010– ),9.2
861,All-Star Superman,(2011 Video),7.0
862,We Have a Pope,(2011),6.7
863,Whitney,(2011–2013),5.6
864,A Few Best Men,(2011),5.7
865,Eyyvah Eyvah 2,(2011),6.7
866,The Oranges,(2011),5.9
867,Delicacy,(2011),6.6
868,Lemonade Mouth,(2011 TV Movie),7.0
869,Desi Boyz,(2011),5.9
870,Portal 2,(2011 Video Game),9.4
871,11-11-11,(2011),4.0
872,The Day,(I) (2011),5.2
873,Dookudu,(2011),7.5
874,Ronal Barbaren,(2011),6.6
875,Tanu Weds Manu,(2011),6.7
876,Cyberbully,(2011 TV Movie),5.7
877,Mankatha,(2011),7.5
878, Breaking Bad,(2008–2013),9.1
879,Wild Bill,(2011),7.2
880,Hell,(2011),5.9
881,W.E.,(2011),6.3
882,La Luna,(2011),8.0
883,Arena,(2011 Video),4.8
884,Children Who Chase Lost Voices,(2011),7.2
885,Violet & Daisy,(2011),6.1
886,Hoodwinked Too! Hood vs. Evil,(2011),4.8
887,The Hit List,(2011),5.4
888,Elena,(2011),7.3
889,Future Diary,(2011–2013),7.7
890,Green Lantern: Emerald Knights,(2011 Video),6.8
891,A Cinderella Story: Once Upon a Song,(2011 Video),6.1
892,The Voice,(2011– ),6.6
893,Death in Paradise,(2011– ),7.9
894,The Parade,(2011),7.3
895, Spartacus: Gods of the Arena,(2011),8.8
896,Bucky Larson: Born to Be a Star,(2011),3.3
897,Apartment 143,(2011),5.1
898,Retreat,(I) (2011),5.8
899,Day of the Falcon,(II) (2011),6.7
900,Jessie,(2011–2015),5.9
901,Incir Reçeli,(2011),6.6
902,Elephant White,(2011),5.1
903, Breaking Bad,(2008–2013),8.8
904, Breaking Bad,(2008–2013),7.9
905,War of the Arrows,(2011),7.2
906, Breaking Bad,(2008–2013),8.2
907, Breaking Bad,(2008–2013),8.8
908,Çalgi Çengi,(2011),7.2
909,Hvad gør vi nu?,(2011),7.5
910,That's What I Am,(2011),7.1
911,Forks Over Knives,(2011),7.8
912,The Caller,(2011),6.1
913,Geek Charming,(2011 TV Movie),6.5
914,The Decoy Bride,(2011),6.2
915,Assassin's Creed: Revelations,(2011 Video Game),8.4
916,United,(I) (2011),7.5
917,No One Killed Jessica,(2011),7.2
918,Velayudham,(2011),6.4
919,Twixt,(2011),4.8
920,The Lady,(2011),7.1
921, The Walking Dead,(2010– ),8.6
922,Bully,(I) (2011),7.4
923, Breaking Bad,(2008–2013),8.5
924,To the Forest of Firefly Lights,(2011),7.9
925,Neverland,(2011),6.5
926, Breaking Bad,(2008–2013),8.7
927, Breaking Bad,(2008–2013),8.7
928,In Darkness,(2011),7.3
929,The Nine Lives of Chloe King,(2011),7.2
930,Terri,(2011),6.5
931,My Way,(2011),7.8
932,Age of Heroes,(2011),5.6
933,George Harrison: Living in the Material World,(2011),8.1
934,Juan of the Dead,(2011),6.5
935, Family Guy,(1998– ),7.3
936,Up All Night,(2011–2012),6.5
937,Jumping the Broom,(2011),5.7
938,Husk,(2011),5.2
939,Ice Age: A Mammoth Christmas,(2011 TV Short),6.5
940,Eva,(I) (2011),6.7
941,The Hour,(2011–2012),8.0
942,7 Aum Arivu,(2011),6.1
943,Lovely Molly,(2011),5.3
944,Damsels in Distress,(2011),5.7
945,"Turn Me On, Dammit!",(2011),6.3
946,"Love, Wedding, Marriage",(2011),5.0
947, The Walking Dead,(2010– ),8.4
948, The Walking Dead,(2010– ),8.1
949,Kokowääh,(2011),6.3
950,Blackthorn,(2011),6.6
951,The Details,(2011),6.1
952,Wuthering Heights,(2011),6.1
953, The Walking Dead,(2010– ),8.1
954,Blue Exorcist,(2011–2012),7.6
955,S.W.A.T.: Firefight,(2011 Video),5.3
956, The Walking Dead,(2010– ),7.7
957,Friday Night Dinner,(2011– ),8.1
958,Louis C.K.: Live at the Beacon Theater,(2011 Video),8.4
959,Behzat C: I Buried You in My Heart,(2011),7.7
960,Kiss Me,(2011),6.9
961,Chicken with Plums,(2011),7.0
962,Love,(I) (2011),5.6
963,Mere Brother Ki Dulhan,(2011),5.9
964,Bol,(2011),8.3
965, The Walking Dead,(2010– ),7.8
966,Patiala House,(2011),5.9
967,You Are the Apple of My Eye,(2011),7.6
968,Paradise Lost 3: Purgatory,(2011),8.1
969,The Cape,(2011),5.8
970,Suicide Room,(2011),6.8
971,Valley of the Wolves: Palestine,(2011),6.3
972,Project Nim,(2011),7.4
973,New Kids Nitro,(2011),6.0
974,Bag of Bones,(2011),5.8
975,The Dirty Picture,(2011),6.6
976,Alperne,(2011),6.4
977,Silenced,(2011),8.1
978,Austin & Ally,(2011–2016),6.0
979,Ladies vs. Ricky Bahl,(2011),6.0
980,Miss Bala,(2011),6.5
981,The Chicago Code,(2011),7.7
982,The Sorcerer and the White Snake,(2011),5.9
983,Fairly Legal,(2011–2012),7.4
984,The Future,(2011),6.2
985,Mortal Kombat: Legacy,(2011–2013),7.6
986,This Is England '88,(2011),8.3
987,Megan Is Missing,(2011),4.7
988,Fate/Zero,(2011–2012),8.3
989,"Peace, Love & Misunderstanding",(2011),5.9
990,Hollow,(I) (2011),6.1
991,Shaitan,(2011),7.3
992,North Sea Texas,(2011),7.2
993,Deadman Wonderland,(2011),7.3
994,Bellflower,(2011),6.4
995,My Grandfather's People,(2011),8.0
996,The Art of Flight,(2011),8.3
997,Pearl Jam Twenty,(2011),8.3
998,Flying Swords of Dragon Gate,(2011),6.0
999,Kuzey Güney,(2011–2013),7.5
1000,The Dark Knight Rises,(2012),8.4
1001,Django Unchained,(2012),8.4
1002,The Avengers,(2012),8.1
1003,The Hunger Games,(2012),7.2
1004,The Hobbit: An Unexpected Journey,(2012),7.9
1005,Silver Linings Playbook,(2012),7.7
1006,Skyfall,(2012),7.8
1007,Prometheus,(I) (2012),7.0
1008,Ted,(2012),6.9
1009,Argo,(2012),7.7
1010,Life of Pi,(2012),7.9
1011,The Amazing Spider-Man,(2012),7.0
1012,Looper,(2012),7.4
1013,21 Jump Street,(2012),7.2
1014,The Perks of Being a Wallflower,(2012),8.0
1015,Arrow,(2012– ),7.7
1016,Wreck-It Ralph,(2012),7.7
1017,Brave,(2012),7.1
1018,Cloud Atlas,(2012),7.5
1019,Men in Black 3,(2012),6.8
1020,Flight,(I) (2012),7.3
1021,Moonrise Kingdom,(2012),7.8
1022,Les Misérables,(2012),7.6
1023,Jack Reacher,(2012),7.0
1024,The Expendables 2,(2012),6.6
1025,Taken 2,(2012),6.3
1026,The Bourne Legacy,(2012),6.7
1027,Snow White and the Huntsman,(2012),6.1
1028,Pitch Perfect,(2012),7.2
1029,The Dictator,(2012),6.4
1030,Zero Dark Thirty,(2012),7.4
1031,John Carter,(2012),6.6
1032,The Hunt,(2012),8.3
1033,Dredd,(2012),7.1
1034,Chronicle,(2012),7.1
1035,Dark Shadows,(2012),6.2
1036,Total Recall,(I) (2012),6.3
1037,Lincoln,(2012),7.4
1038,Battleship,(2012),5.8
1039,The Place Beyond the Pines,(2012),7.3
1040,Seven Psychopaths,(2012),7.2
1041,Lawless,(2012),7.3
1042,The Twilight Saga: Breaking Dawn - Part 2,(2012),5.5
1043,End of Watch,(2012),7.6
1044,Hotel Transylvania,(2012),7.1
1045,Sinister,(I) (2012),6.8
1046,American Reunion,(2012),6.7
1047,Safe House,(2012),6.8
1048,Project X,(2012),6.7
1049,The Impossible,(2012),7.6
1050,Ice Age: Continental Drift,(2012),6.6
1051,The Vow,(2012),6.8
1052,Wrath of the Titans,(2012),5.7
1053,This Means War,(2012),6.3
1054,The Woman in Black,(2012),6.4
1055,Mud,(2012),7.4
1056,Rise of the Guardians,(2012),7.3
1057,Madagascar 3: Europe's Most Wanted,(2012),6.9
1058,Abraham Lincoln: Vampire Hunter,(2012),5.9
1059,Underworld Awakening,(2012),6.4
1060,Man on a Ledge,(2012),6.6
1061,The Master,(2012),7.1
1062,Spring Breakers,(2012),5.3
1063,Resident Evil: Retribution,(2012),5.4
1064,Killing Them Softly,(2012),6.2
1065,Magic Mike,(2012),6.1
1066,The Campaign,(2012),6.1
1067,This Is 40,(2012),6.2
1068,The Watch,(I) (2012),5.7
1069,Savages,(2012),6.5
1070,Safety Not Guaranteed,(2012),7.0
1071,Contraband,(2012),6.5
1072,Premium Rush,(2012),6.5
1073,Seeking a Friend for the End of the World,(2012),6.7
1074,Get the Gringo,(2012),7.0
1075,Safe,(I) (2012),6.5
1076,The Newsroom,(2012–2014),8.6
1077,The Lucky One,(2012),6.5
1078,Elementary,(2012– ),7.9
1079,Ruby Sparks,(2012),7.2
1080,Lockout,(2012),6.1
1081,The Lorax,(2012),6.4
1082,Frankenweenie,(2012),7.0
1083,The Five-Year Engagement,(2012),6.2
1084,Iron Sky,(2012),5.9
1085,ParaNorman,(2012),7.0
1086,Amour,(2012),7.9
1087,Anna Karenina,(I) (2012),6.6
1088,The Legend of Korra,(2012–2014),8.5
1089,Journey 2: The Mysterious Island,(2012),5.8
1090,That's My Boy,(2012),5.6
1091,Here Comes the Boom,(2012),6.4
1092,The Raven,(I) (2012),6.4
1093,To Rome with Love,(2012),6.3
1094,Mirror Mirror,(I) (2012),5.6
1095,Stuck in Love,(2012),7.3
1096,Revolution,(2012–2014),6.7
1097,Beasts of the Southern Wild,(2012),7.3
1098,Disconnect,(I) (2012),7.5
1099,The Words,(2012),7.1
1100,Rock of Ages,(2012),5.9
1101,Red Dawn,(2012),5.4
1102,Wanderlust,(2012),5.6
1103,Barfi!,(2012),8.1
1104,Hitchcock,(2012),6.8
1105,Gangs of Wasseypur,(2012),8.2
1106,House at the End of the Street,(2012),5.6
1107,Upside Down,(I) (2012),6.4
1108,What to Expect When You're Expecting,(2012),5.7
1109,The Iceman,(2012),6.9
1110,Act of Valor,(2012),6.5
1111,Scandal,(2012–2018),7.8
1112,The First Time,(I) (2012),6.9
1113,Girls,(2012–2017),7.3
1114,Chernobyl Diaries,(2012),5.0
1115,Robot & Frank,(2012),7.1
1116,Frances Ha,(2012),7.4
1117,Rust and Bone,(2012),7.5
1118,The Man with the Iron Fists,(2012),5.4
1119,Searching for Sugar Man,(2012),8.2
1120,Paranormal Activity 4,(2012),4.6
1121,Silent Hill: Revelation,(2012),5.0
1122,Trouble with the Curve,(2012),6.8
1123,Red Lights,(2012),6.2
1124,Conquest 1453,(2012),7.1
1125,Continuum,(I) (2012–2015),7.7
1126,The Possession,(I) (2012),5.9
1127,V/H/S,(2012),5.8
1128,LOL,(2012),4.4
1129,Step Up Revolution,(2012),6.5
1130,Kahaani,(2012),8.1
1131,Stand Up Guys,(2012),6.5
1132,Gravity Falls,(2012–2016),8.9
1133,Jab Tak Hai Jaan,(2012),6.8
1134,Arbitrage,(2012),6.6
1135,"Batman: The Dark Knight Returns, Part 1",(2012 Video),8.0
1136,Bullet to the Head,(2012),5.7
1137,OMG: Oh My God!,(2012),8.2
1138,Bachelorette,(2012),5.3
1139,The Odd Life of Timothy Green,(2012),6.6
1140,The Imposter,(2012),7.5
1141,The Collection,(II) (2012),6.1
1142,Cosmopolis,(2012),5.0
1143,The Pirates! Band of Misfits,(2012),6.7
1144,The Body,(2012),7.6
1145,Kon-Tiki,(2012),7.2
1146,Stolen,(2012),5.5
1147,Touch,(2012–2013),7.4
1148,Think Like a Man,(2012),6.6
1149,A Royal Affair,(2012),7.6
1150,The Sessions,(2012),7.2
1151,People Like Us,(2012),7.1
1152,Gone,(I) (2012),5.9
1153,Hope Springs,(2012),6.3
1154,One for the Money,(2012),5.3
1155,On the Road,(2012),6.1
1156,Byzantium,(2012),6.5
1157,Alcatraz,(2012),7.0
1158,Piranha 3DD,(2012),3.7
1159,Holy Motors,(2012),7.1
1160,Deadfall,(2012),6.3
1161,The Tall Man,(2012),5.9
1162,The Broken Circle Breakdown,(2012),7.8
1163,A Thousand Words,(I) (2012),5.9
1164,Talaash,(2012),7.2
1165,Vicky Donor,(2012),7.8
1166,Promised Land,(2012),6.6
1167,Veep,(2012– ),8.2
1168,John Dies at the End,(2012),6.4
1169,Liberal Arts,(2012),6.7
1170,The Paperboy,(2012),5.8
1171,The Guilt Trip,(2012),5.8
1172,The Devil Inside,(2012),4.2
1173,Beauty and the Beast,(2012–2016),7.2
1174,The Cold Light of Day,(2012),4.9
1175,Hit and Run,(2012),6.1
1176,Maniac,(2012),6.1
1177,Would You Rather,(2012),5.7
1178,Red Tails,(2012),5.9
1179, Sherlock,(2010– ),9.5
1180,Don't Trust the B---- in Apartment 23,(2012–2013),7.3
1181,Now Is Good,(2012),7.2
1182,Alex Cross,(2012),5.1
1183,The Act of Killing,(2012),8.2
1184,[REC] 3: Genesis,(2012),5.0
1185, Sherlock,(2010– ),9.7
1186,Wolf Children,(2012),8.2
1187, Game of Thrones,(2011– ),9.7
1188,English Vinglish,(2012),7.9
1189,Chicago Fire,(2012– ),7.9
1190,The Company You Keep,(2012),6.4
1191,Paperman,(2012),8.3
1192,Paan Singh Tomar,(2012),8.2
1193,Anger Management,(2012–2014),6.6
1194,Chasing Mavericks,(2012),7.2
1195,Compliance,(2012),6.4
1196,The Three Stooges,(2012),5.1
1197,Sword Art Online,(2012– ),7.7
1198,Celeste & Jesse Forever,(2012),6.6
1199,Playing for Keeps,(2012),5.7
1200,Erased,(2012),6.1
1201,Selv i de bedste hjem,(2012),7.4
1202,Justice League: Doom,(2012 Video),7.5
1203,The Mindy Project,(2012–2017),7.4
1204,Ek Tha Tiger,(2012),5.5
1205,Longmire,(2012–2017),8.3
1206,What Maisie Knew,(2012),7.5
1207,To the Wonder,(2012),5.9
1208,The Lords of Salem,(2012),5.1
1209,Sightseers,(2012),6.5
1210,Thanks for Sharing,(2012),6.4
1211,Parental Guidance,(2012),6.1
1212,Fire with Fire,(II) (2012),5.6
1213,The Bay,(II) (2012),5.6
1214,Lilyhammer,(2012–2014),8.0
1215,House of Lies,(2012–2016),7.4
1216,Halo 4: Forward Unto Dawn,(2012– ),7.0
1217,The Pact,(II) (2012),5.8
1218,Gambit,(I) (2012),5.7
1219,Hatfields & McCoys,(2012),8.0
1220,Nashville,(2012–2018),7.7
1221,ATM,(I) (2012),4.7
1222,The Angels' Share,(2012),7.0
1223,No,(I) (2012),7.4
1224, Game of Thrones,(2011– ),9.4
1225, Sherlock,(2010– ),8.5
1226,Thuppakki,(2012),7.9
1227,Derek,(2012–2014),8.0
1228,Grave Encounters 2,(2012),5.2
1229,Last Resort,(2012–2013),7.4
1230,Agneepath,(2012),7.0
1231,American Mary,(2012),6.3
1232,Passion,(2012),5.3
1233,Awake,(2012),7.9
1234,Game Change,(2012 TV Movie),7.4
1235,Room 237,(I) (2012),6.2
1236,Indie Game: The Movie,(2012),7.7
1237,Diary of a Wimpy Kid: Dog Days,(2012),6.3
1238,Go On,(2012–2013),7.6
1239,Cleanskin,(2012),6.3
1240,Chinese Zodiac,(2012),6.1
1241,Casa de mi Padre,(2012),5.5
1242,Rowdy Rathore,(2012),5.8
1243,Excision,(2012),6.1
1244,Eega,(2012),7.8
1245, Game of Thrones,(2011– ),8.9
1246,The Returned,(2012– ),8.2
1247,Isler Güçler,(2012–2013),8.5
1248, Breaking Bad,(2008–2013),9.5
1249,Universal Soldier: Day of Reckoning,(2012),5.0
1250,The Apparition,(2012),4.1
1251,The Sweeney,(2012),6.1
1252,Rurouni Kenshin Part I: Origins,(2012),7.6
1253,Quartet,(2012),6.8
1254,So Undercover,(2012),5.0
1255,Into the White,(I) (2012),7.2
1256,Bad Ass,(2012),5.5
1257,Perception,(2012–2015),7.5
1258,Baby Daddy,(2012–2017),7.4
1259, Game of Thrones,(2011– ),9.1
1260,Ripper Street,(2012– ),8.1
1261,Big Miracle,(2012),6.5
1262, Game of Thrones,(2011– ),8.6
1263,Cockneys vs Zombies,(2012),5.9
1264, Game of Thrones,(2011– ),8.9
1265, Game of Thrones,(2011– ),9.0
1266,Bel Ami,(2012),5.4
1267,The Mountain,(2012),8.0
1268,Resident Evil: Damnation,(2012),6.6
1269,The ABCs of Death,(2012),4.7
1270,Call the Midwife,(2012– ),8.4
1271,666 Park Avenue,(2012–2013),6.9
1272, Game of Thrones,(2011– ),8.9
1273, Game of Thrones,(2011– ),8.9
1274, Breaking Bad,(2008–2013),9.5
1275,No One Lives,(2012),6.0
1276, Game of Thrones,(2011– ),8.9
1277,Den grønne cykel,(2012),7.5
1278,Wrong Turn 5: Bloodlines,(2012 Video),4.2
1279,The Magic of Belle Isle,(2012),7.0
1280,Battlestar Galactica: Blood & Chrome,(2012 TV Movie),7.0
1281,The River,(2012),6.9
1282,Being Flynn,(2012),6.4
1283,Ernest & Celestine,(2012),7.9
1284,Grabbers,(2012),6.3
1285, Breaking Bad,(2008–2013),9.4
1286,Smash,(2012–2013),7.7
1287,Line of Duty,(2012– ),8.6
1288,Smashed,(2012),6.8
1289,Much Ado About Nothing,(I) (2012),7.2
1290,Laurence Anyways,(2012),7.7
1291,Tangled Ever After,(2012),7.7
1292,"For a Good Time, Call...",(2012),6.0
1293,Le Chef,(2012),6.7
1294,Chained,(I) (2012),6.4
1295,The Oogieloves in the Big Balloon Adventure,(2012),6.0
1296, Breaking Bad,(2008–2013),9.2
1297,Kapringen,(2012),7.2
1298,Twice Born,(2012),7.4
1299,Bait,(III) (2012),5.2
1300,Struck by Lightning,(2012),6.3
1301,The Finder,(2012),7.7
1302,Girl Most Likely,(2012),5.8
1303,Key and Peele,(2012–2015),8.3
1304,The Brass Teapot,(2012),6.4
1305,What's in a Name?,(2012),7.3
1306,A Coffee in Berlin,(2012),7.4
1307,Dabangg 2,(2012),4.9
1308,2 Days in New York,(2012),6.0
1309,Far Cry 3,(2012 Video Game),8.9
1310,Lore,(2012),7.1
1311,A Fantastic Fear of Everything,(2012),5.9
1312,Endeavour,(2012– ),8.6
1313,Katy Perry: Part of Me,(2012),5.9
1314,6 Bullets,(2012),6.1
1315,A Young Doctor's Notebook & Other Stories,(2012–2013),7.9
1316,A Late Quartet,(2012),7.1
1317,Fun Size,(2012),5.4
1318,Assassin's Creed III,(2012 Video Game),8.1
1319,The Baytown Outlaws,(2012),6.4
1320,Berberian Sound Studio,(2012),6.2
1321,Mass Effect 3,(2012 Video Game),9.1
1322,Broken,(IV) (2012),7.3
1323,Marley,(2012),8.0
1324,Shahid,(2012),8.3
1325,Side by Side,(2012),7.6
1326,The Reluctant Fundamentalist,(2012),6.9
1327,I Want You,(2012),7.0
1328,Student of the Year,(2012),5.5
1329,Video Game High School,(2012–2014),7.7
1330,Emperor,(2012),6.5
1331,Blue Lagoon: The Awakening,(2012 TV Movie),5.6
1332, Breaking Bad,(2008–2013),8.8
1333,Cocktail,(2012),6.2
1334, Breaking Bad,(2008–2013),8.8
1335,Den skaldede frisør,(2012),6.5
1336,The Sapphires,(2012),7.0
1337,The Queen of Versailles,(2012),7.1
1338,Psycho-Pass,(2012–2014),8.2
1339, Breaking Bad,(2008–2013),8.8
1340, Breaking Bad,(2008–2013),8.8
1341,Astérix and Obélix: God Save Britannia,(2012),5.3
1342, The Walking Dead,(2010– ),9.1
1343,Housefull 2,(2012),5.4
1344, The Walking Dead,(2010– ),9.2
1345,Shadow Dancer,(2012),6.2
1346,Pieta,(2012),7.2
1347,Great Expectations,(2012),6.4
1348,Magic City,(2012–2013),7.7
1349,Meeting Evil,(2012),5.3
1350,Sleepwalk with Me,(2012),6.8
1351,Stories We Tell,(2012),7.6
1352,Barbara,(I) (2012),7.2
1353,Brickleberry,(2012–2015),7.3
1354,Superman vs. The Elite,(2012 Video),7.1
1355,Brake,(I) (2012),6.1
1356,Antiviral,(2012),5.7
1357,Extracted,(2012),6.5
1358,Resolution,(III) (2012),6.3
1359,Populaire,(2012),6.9
1360,Mord med Miss Fisher,(2012– ),8.4
1361,Hyde Park on Hudson,(2012),5.9
1362,The New Normal,(2012–2013),6.8
1363,Major Crimes,(2012–2018),7.7
1364,Beyond the Hills,(2012),7.6
1365, The Walking Dead,(2010– ),8.8
1366,Nanban,(2012),7.5
1367,Call of Duty: Black Ops II,(2012 Video Game),8.0
1368,Lay the Favorite,(2012),4.8
1369,Aftershock,(2012),4.8
1370,Transit,(I) (2012),5.8
1371,2016: Obama's America,(2012),5.1
1372,Starship Troopers: Invasion,(2012),5.9
1373, The Walking Dead,(2010– ),8.9
1374,The Factory,(V) (2012),5.8
1375,The Client List,(2012–2013),6.7
1376,Duck Dynasty,(2012– ),6.3
1377,Columbus Circle,(2012),6.0
1378,Copper,(2012–2013),7.5
1379,Billa 2,(2012),6.3
1380,Jane by Design,(2012),7.4
1381,Dallas,(2012–2014),7.2
1382,It's a Disaster,(2012),6.4
1383,Ill Manors,(2012),7.1
1384,Blancanieves,(2012),7.6
1385,Secret of the Wings,(2012),7.2
1386,Ginger & Rosa,(2012),6.3
1387,The Paradise,(2012–2013),7.8
1388,Madea's Witness Protection,(2012),5.0
1389,Missing,(2012),7.0
1390,Hannah Arendt,(2012),7.1
1391,Seal Team Six: The Raid on Osama Bin Laden,(2012 TV Movie),5.7
1392,We Are Legion: The Story of the Hacktivists,(2012),7.3
1393,The Conspiracy,(2012),6.3
1394,West of Memphis,(2012),7.9
1395,About Cherry,(2012),4.8
1396,Ultimate Spider-Man,(2012–2017),7.1
1397,The Samaritan,(I) (2012),5.6
1398,Interview with a Hitman,(2012),6.2
1399,Shanghai,(2012),7.2
1400,Freelancers,(2012),4.6
1401,Tim and Eric's Billion Dollar Movie,(2012),5.4
1402,Like Someone in Love,(2012),7.0
1403,The Giant Mechanical Man,(2012),6.7
1404,It's Such a Beautiful Day,(2012),8.3
1405,Ustad Hotel,(2012),8.3
1406,Best Man Down,(2012),6.4
1407,The Bletchley Circle,(2012–2014),8.0
1408,Vamps,(2012),5.2
1409,Parade's End,(2012),7.7
1410, The Walking Dead,(2010– ),8.8
1411,Berserk: The Golden Age Arc I - The Egg of the King,(2012),7.7
1412,The Walking Dead,(2012 Video Game),9.2
1413,Business Man,(2012),7.1
1414,The Seasoning House,(2012),6.1
1415,Branded,(2012),4.7
1416, The Walking Dead,(2010– ),8.7
1417,My Awkward Sexual Adventure,(2012),6.1
1418,Wrong,(I) (2012),6.3
1419,Drug War,(2012),7.0
1420, The Walking Dead,(2010– ),8.6
1421,StreetDance 2,(2012),5.7
